title,price,location,beds,baths,area,url,property_type,purpose,creation_date
Luxury Apartments in Askari 10 Lahore | 10% Booking | Easy Installments | Possession in 1.5 Years,5.6 Crore,"Askari 10, Askari",4,5,12 Marla,https://www.zameen.com/Property/askari_askari_10_luxury_apartments_in_askari_10_lahore_10_booking_easy_installments_possession_in_1_5_years-54330443-1011-1.html,Flat,For Sale,2 days ago
Luxury Apartments In Askari 11 Lahore | 20% Booking | Easy Installments,5 Crore,"Askari 11 - Sector A, Askari 11",3,3,11.4 Marla,https://www.zameen.com/Property/askari_11_askari_11_-_sector_a_luxury_apartments_in_askari_11_lahore_20_booking_easy_installments-54389326-15701-1.html,Flat,For Sale,2 days ago
Double Storey 5 Marla House Available In Park View City - Tulip Overseas For sale,2.15 Crore,"Park View City - Tulip Overseas, Park View City",4,4,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_overseas_double_storey_5_marla_house_available_in_park_view_city_-_tulip_overseas_for_sale-54341201-13754-1.html,House,For Sale,2 days ago
Massive House At A Low Price.,6.2 Crore,"PIA Housing Scheme - Block C, PIA Housing Scheme",6,6,1.2 Kanal,https://www.zameen.com/Property/pia_housing_scheme_pia_housing_scheme_-_block_c_massive_house_at_a_low_price-54451847-4146-1.html,House,For Sale,11 hours ago
7 Bedroom Full Basment Fully Furnished Modern House for Sale,15.5 Crore,"DHA Phase 6, DHA Defence",7,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_7_bedroom_full_basment_fully_furnished_modern_house_for_sale-54445904-1448-1.html,House,For Sale,11 hours ago
Luxury Kanal Fully Furnished Classical Palace with Swimming Pool for Sale,12.65 Crore,"DHA Phase 6, DHA Defence",6,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_luxury_kanal_fully_furnished_classical_palace_with_swimming_pool_for_sale-54446642-1448-1.html,House,For Sale,11 hours ago
Brand New 5-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,2.75 Crore,"DHA 9 Town - Block C, DHA 9 Town",3,4,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_c_brand_new_5-marla_modern_marvel_elegant_bungalow_for_sale_at_super_hot_location-53916237-8175-1.html,House,For Sale,14 hours ago
5 Marla Brand New House For sale in Park View City Lahore,2.2 Crore,"Park View City - Crystal Block, Park View City",4,4,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_crystal_block_5_marla_brand_new_house_for_sale_in_park_view_city_lahore-53638356-17960-1.html,House,For Sale,14 hours ago
1 Bedroom Apartment For Sale In Gulberg III Near CBD Lahore,2.6 Crore,"The Opus Luxury Residence, Gulberg 3",1,1,3.3 Marla,https://www.zameen.com/Property/gulberg_3_the_opus_luxury_residence_1_bedroom_apartment_for_sale_in_gulberg_iii_near_cbd_lahore-50314241-10538-1.html,Flat,For Sale,14 hours ago
1 Bedroom Apartment For Sale In Gulberg Lahore,1.8 Crore,"The Opus Luxury Residence, Gulberg 3",1,1,2.1 Marla,https://www.zameen.com/Property/gulberg_3_the_opus_luxury_residence_1_bedroom_apartment_for_sale_in_gulberg_lahore-52412534-10538-1.html,Flat,For Sale,14 hours ago
1 Bedroom Apartment for Sale on MM Alam Road Lahore,1.97 Crore,"B45 Residential Apartments, MM Alam Road",1,1,2.3 Marla,https://www.zameen.com/Property/mm_alam_road_b45_residential_apartments_1_bedroom_apartment_for_sale_on_mm_alam_road_lahore-52984185-20540-1.html,Flat,For Sale,14 hours ago
Fully Basement Fully Furnished House At Prime location Of Dha Phase 5,18.9 Crore,"DHA Phase 5 - Block E, DHA Phase 5",6,6,1 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_e_fully_basement_fully_furnished_house_at_prime_location_of_dha_phase_5-54333687-1602-1.html,House,For Sale,10 hours ago
Brand New House Prime Location Near To Park,7.75 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",5,5,1.2 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_brand_new_house_prime_location_near_to_park-54220329-1632-1.html,House,For Sale,10 hours ago
2 Kanal Most Luxurious ( 1 Kanal House + 1 Kanal Lawn ) Too Quality Build Bungalow With Basement Available For Sale in DHA Lahore Phase 7 Nearest To Defense Raya & Market,11.99 Crore,"DHA Phase 7, DHA Defence",5,6,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_2_kanal_most_luxurious_1_kanal_house_1_kanal_lawn_too_quality_build_bungalow_with_basement_available_for_sale_in_dha_lahore_phase_7_nearest_to_defense_raya_market-54025688-1450-1.html,House,For Sale,10 hours ago
100% Original Deal 1 Kanal Ultra Modern Luxury House For Sale In DHA Phase 7 Direct Owner Deal Prime Location Serious Buyers Only,7.32 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_100_original_deal_1_kanal_ultra_modern_luxury_house_for_sale_in_dha_phase_7_direct_owner_deal_prime_location_serious_buyers_only-51613122-1450-1.html,House,For Sale,10 hours ago
1 Kanal Brand New Luxurious Modern Edge Bungalow For Sale Top Location Near To Park,9.05 Crore,"DHA Phase 5 - Block F, DHA Phase 5",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_f_1_kanal_brand_new_luxurious_modern_edge_bungalow_for_sale_top_location_near_to_park-53752932-1603-1.html,House,For Sale,10 hours ago
22 Marla Brand New Corner Modern Style Most Luxurious Bungalow Available For Sale Near To Defence Raya & Park Very Reasonable Deal,9.9 Crore,"DHA Phase 6 - Block M, DHA Phase 6",6,6,1.7 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_m_22_marla_brand_new_corner_modern_style_most_luxurious_bungalow_available_for_sale_near_to_defence_raya_park_very_reasonable_deal-54025715-1621-1.html,House,For Sale,10 hours ago
"1 KANAL OUTSTANDING ULTRA MODERN HOUSE WITH BASEMENT, ELEGANT LOBBY & JACUZZI BATHS DHA PHASE 6 100% ORIGINAL DEAL",8.42 Crore,"DHA Phase 6 - Block G, DHA Phase 6",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_g_1_kanal_outstanding_ultra_modern_house_with_basement_elegant_lobby_jacuzzi_baths_dha_phase_6_100_original_deal-52560516-1616-1.html,House,For Sale,10 hours ago
10 Marla Ultra Modern House For Sale,3.75 Crore,"Central Park Housing Scheme, Lahore",5,6,10 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_10_marla_ultra_modern_house_for_sale-53478784-1013-1.html,House,For Sale,10 hours ago
Reserve A Corner House Of 5 Marla Now In Low Cost - Block E,2.5 Crore,"Low Cost - Block E, Low Cost Sector",5,6,5 Marla,https://www.zameen.com/Property/low_cost_sector_low_cost_-_block_e_reserve_a_corner_house_of_5_marla_now_in_low_cost_-_block_e-54433970-8190-1.html,House,For Sale,3 days ago
1 Kanal Like Brand New House For Sale In Lake City Raiwind Road Lahore,8.9 Crore,"Lake City, Raiwind Road",6,7,1 Kanal,https://www.zameen.com/Property/raiwind_road_lake_city_1_kanal_like_brand_new_house_for_sale_in_lake_city_raiwind_road_lahore-54074195-1103-1.html,House,For Sale,3 days ago
"5 Marla Brand New Modern Design Lavish House For Sale In Park View City Lahore | For Discounted Price And Original Pictures Download The App ""Signature Lands"".",1.69 Crore,"Park View City, Lahore",4,4,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_modern_design_lavish_house_for_sale_in_park_view_city_lahore_for_discounted_price_and_original_pictures_download_the_app_signature_lands-54437237-1466-1.html,House,For Sale,3 days ago
One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial.,8.8 Crore,"DHA Phase 7 - Block T, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_t_one_kanal_brand_new_luxury_ultra-modern_design_most_beautiful_bungalow_2_servant_quarter_in_basement_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_dha_raya_fairways_commercial-53054162-1627-1.html,House,For Sale,3 days ago
Beautiful three bed facing park corner apartment for sale in DHA phase 5 penta square,6 Crore,"Penta Square By DHA Lahore, DHA Phase 5",3,4,10 Marla,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_beautiful_three_bed_facing_park_corner_apartment_for_sale_in_dha_phase_5_penta_square-54435043-11845-1.html,Flat,For Sale,3 days ago
5 Marla Spanish House for Sale Prime Location Near Mini Zoo Park,1.75 Crore,"Khayaban-e-Amin, Lahore",3,4,5 Marla,https://www.zameen.com/Property/lahore_khayaban-e-amin_5_marla_spanish_house_for_sale_prime_location_near_mini_zoo_park-54339201-1514-1.html,House,For Sale,3 hours ago
House In IEP Engineers Town For Sale,6.5 Crore,"IEP Engineers Town, Lahore",5,6,1 Kanal,https://www.zameen.com/Property/lahore_iep_engineers_town_house_in_iep_engineers_town_for_sale-54399234-8425-1.html,House,For Sale,9 hours ago
Prime Location House Spread Over 3 Marla In Al Hafeez Garden - Phase 5 Available,1.65 Crore,"Al Hafeez Garden - Phase 5, Main Canal Bank Road",3,4,3 Marla,https://www.zameen.com/Property/main_canal_bank_road_al_hafeez_garden_-_phase_5_prime_location_house_spread_over_3_marla_in_al_hafeez_garden_-_phase_5_available-54273583-18829-1.html,House,For Sale,10 hours ago
BRAND NEW SAPINSESH HOUSE FOR SALE AA QUULTY SUPER HOT LOCTION REAL PICS 120 FIT WIDE ROOD,17 Crore,"Valencia Housing Society, Lahore",7,6,2 Kanal,https://www.zameen.com/Property/lahore_valencia_housing_society_brand_new_sapinsesh_house_for_sale_aa_quulty_super_hot_loction_real_pics_120_fit_wide_rood-53862098-373-1.html,House,For Sale,1 day ago
OLD HOUSE AVAILIABLE FOR SALE,75 Crore,"Model Town, Lahore",10,N/A,6 Kanal,https://www.zameen.com/Property/lahore_model_town_old_house_availiable_for_sale-54168607-8-1.html,House,For Sale,2 days ago
100% Original Deal | DHA Phase 6 | 1 Kanal Brand New Ultramodern Luxury Bungalow | Architect: Mazhar Munir | Holizin Home Furniture | Top Notch Construction | Imported Tiles Architect World & Mona Lisa | Fully Furnished | Swimming Pool | 15 KV Solar Syste,8.75 Crore,"DHA Phase 6 - Block L, DHA Phase 6",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_100_original_deal_dha_phase_6_1_kanal_brand_new_ultramodern_luxury_bungalow_architect_mazhar_munir_holizin_home_furniture_top_notch_construction_imported_tiles_architect_world_mona_lisa_fully_furnished_swimming_pool_15_kv_solar_syste-53246763-1620-1.html,House,For Sale,11 hours ago
5 MARLA FACING PARK HOUSE FOR SALE IN M7 BLOCK LAKE CITY RAIWIND ROAD LAHORE,2.98 Crore,"Lake City - Sector M7 - Block C1, Lake City - Sector M-7",4,5,5 Marla,https://www.zameen.com/Property/lake_city_sector_m_7_lake_city_-_sector_m7_-_block_c1_5_marla_facing_park_house_for_sale_in_m7_block_lake_city_raiwind_road_lahore-54241837-15743-1.html,House,For Sale,11 hours ago
5 Marla House for sale in Halloki Garden Sector 3 Lahore,2.2 Crore,"DHA Phase 11 - Halloki Gardens, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_11_-_halloki_gardens_5_marla_house_for_sale_in_halloki_garden_sector_3_lahore-54396310-3025-1.html,House,For Sale,14 hours ago
Luxury 3 Bedroom Apartment For Sale In Gulberg Lahore,4.6 Crore,"Gulberg, Lahore",3,4,7.4 Marla,https://www.zameen.com/Property/lahore_gulberg_luxury_3_bedroom_apartment_for_sale_in_gulberg_lahore-53434934-7-1.html,Flat,For Sale,14 hours ago
Luxury 2 Bedroom Apartment For Sale In The Opus Luxury Residencies Gulberg 3 Near CBD,3.2 Crore,"Gulberg, Lahore",2,3,4.6 Marla,https://www.zameen.com/Property/lahore_gulberg_luxury_2_bedroom_apartment_for_sale_in_the_opus_luxury_residencies_gulberg_3_near_cbd-53716891-7-1.html,Flat,For Sale,14 hours ago
12 Marla House Available For Sale In Johar Town C Block,4.6 Crore,"Johar Town Phase 1 - Block C, Johar Town Phase 1",5,6,12 Marla,https://www.zameen.com/Property/johar_town_phase_1_johar_town_phase_1_-_block_c_12_marla_house_available_for_sale_in_johar_town_c_block-54449161-3946-1.html,House,For Sale,14 hours ago
2 Bedroom Apartment For Sale On Installments In Gulberg MM ALAM Road Lahore,4.19 Crore,"Gulberg, Lahore",2,3,5.2 Marla,https://www.zameen.com/Property/lahore_gulberg_2_bedroom_apartment_for_sale_on_installments_in_gulberg_mm_alam_road_lahore-53896125-7-1.html,Flat,For Sale,14 hours ago
10 Marla Investor Rate House For Sale,3.6 Crore,"Central Park Housing Scheme, Lahore",5,6,10 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_10_marla_investor_rate_house_for_sale-53506006-1013-1.html,House,For Sale,10 hours ago
10 Marla Brand New House For Sale,3.75 Crore,"Central Park Housing Scheme, Lahore",5,6,10 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_10_marla_brand_new_house_for_sale-53418257-1013-1.html,House,For Sale,10 hours ago
10 Marla Prime Location House For Sale,4.1 Crore,"Central Park Housing Scheme, Lahore",5,6,10 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_10_marla_prime_location_house_for_sale-53506918-1013-1.html,House,For Sale,10 hours ago
5 Marla Most Beautiful House For Sale,2.35 Crore,"Central Park Housing Scheme, Lahore",4,4,5 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_5_marla_most_beautiful_house_for_sale-53760938-1013-1.html,House,For Sale,10 hours ago
3 Marla Triple Storey Semi Commercial House Available For Sale In Nishtar Colony Lahore,2.8 Crore,"Nishtar Colony, Lahore",6,7,3 Marla,https://www.zameen.com/Property/lahore_nishtar_colony_3_marla_triple_storey_semi_commercial_house_available_for_sale_in_nishtar_colony_lahore-54452155-4398-1.html,House,For Sale,10 hours ago
03 Marla Brand New House For Sale Available in Al Kabir Town Phase 2 Raiwind Road In Front Of Lake City Lahore,1.3 Crore,"Al-Kabir Town - Phase 2, Al-Kabir Town",4,5,3 Marla,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_03_marla_brand_new_house_for_sale_available_in_al_kabir_town_phase_2_raiwind_road_in_front_of_lake_city_lahore-54452142-11704-1.html,House,For Sale,10 hours ago
"5 Marla Ultra Modern House For Sale In Bahria Town Lahore, Gulbahar Block",2.14 Crore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",4,5,5 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_5_marla_ultra_modern_house_for_sale_in_bahria_town_lahore_gulbahar_block-54283273-1793-1.html,House,For Sale,10 hours ago
"Beautiful House For Sale In Bahria Town Lahore, Shershah Block",1.78 Crore,"Bahria Town - Shershah Block, Bahria Town - Sector F",4,5,5 Marla,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_shershah_block_beautiful_house_for_sale_in_bahria_town_lahore_shershah_block-54283194-8397-1.html,House,For Sale,10 hours ago
"Luxury Studio Apartment For Sale | Prime Location | Sector D, Bahria Town Lahore",52.2 Lakh,"Bahria Town - Sector D, Bahria Town",N/A,N/A,1.3 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_luxury_studio_apartment_for_sale_prime_location_sector_d_bahria_town_lahore-54420745-1796-1.html,Flat,For Sale,3 days ago
"10 MARLA BRAND NEW SEMI FURNISH MODERN HOUSE FOR SALE IN DHA PHASE 7 NEAR JALAL SONS , KFC AND DOLMAN MALL ORIGINAL PICS AND DEMAND",4.5 Crore,"DHA Phase 7, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_brand_new_semi_furnish_modern_house_for_sale_in_dha_phase_7_near_jalal_sons_kfc_and_dolman_mall_original_pics_and_demand-54340721-1450-1.html,House,For Sale,3 days ago
5 Marla Luxury Modern Design House For Sale In DHA Lahore 9 Town,2.62 Crore,"DHA 9 Town, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_luxury_modern_design_house_for_sale_in_dha_lahore_9_town-53599907-1452-1.html,House,For Sale,3 days ago
100% Original Deal | DHA Phase 7 | 1 Kanal Brand New Ultramodern Luxury Bungalow | Architect: Mazhar Munir | Holizin Home Furniture | Top Notch Construction | Imported Tiles Architect World & Mona Lisa | Fully Furnished | Swimming Pool | 15 KV Solar System Installed | Hot Location Near Park & Mosque,6.42 Crore,"DHA Phase 7 - Block W, DHA Phase 7",5,5,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_w_100_original_deal_dha_phase_7_1_kanal_brand_new_ultramodern_luxury_bungalow_architect_mazhar_munir_holizin_home_furniture_top_notch_construction_imported_tiles_architect_world_mona_lisa_fully_furnished_swimming_pool_15_kv_solar_system_installed_hot_location_near_park_mosque-54185031-1630-1.html,House,For Sale,3 days ago
1 Kanal Brand New Luxury Ultra Modern Style Double Heighted Super Hot Location All Original Picture attached With Direct Owner Meeting For Sale in Valencia Housing Society.,9 Crore,"Valencia Housing Society, Lahore",6,6,1 Kanal,https://www.zameen.com/Property/lahore_valencia_housing_society_1_kanal_brand_new_luxury_ultra_modern_style_double_heighted_super_hot_location_all_original_picture_attached_with_direct_owner_meeting_for_sale_in_valencia_housing_society-54160450-373-1.html,House,For Sale,4 days ago
5 Marla Brand New Corner Ultra Modern House Available For Sale,3.25 Crore,"Valencia - Block P1, Valencia Housing Society",5,5,5 Marla,https://www.zameen.com/Property/valencia_housing_society_valencia_-_block_p1_5_marla_brand_new_corner_ultra_modern_house_available_for_sale-54449793-4291-1.html,House,For Sale,21 hours ago
8 Kanal House Very Near To Mm Alam Road For Sale,1.25 Arab,"Gulberg 2 - Block C, Gulberg 2",N/A,N/A,8 Kanal,https://www.zameen.com/Property/gulberg_2_gulberg_2_-_block_c_8_kanal_house_very_near_to_mm_alam_road_for_sale-54362716-3812-1.html,House,For Sale,2 days ago
15 Marla Brand New House For Sale In Askari 10 Sector S,10.5 Crore,"Askari 10 - Sector S, Askari 10",5,6,15 Marla,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_15_marla_brand_new_house_for_sale_in_askari_10_sector_s-54214429-21434-1.html,House,For Sale,2 days ago
14 Marla SD House Renovated For Sale,8.75 Crore,"PAF Falcon Complex, Gulberg",4,4,14 Marla,https://www.zameen.com/Property/gulberg_paf_falcon_complex_14_marla_sd_house_renovated_for_sale-43849984-3102-1.html,House,For Sale,2 days ago
House For Sale in C Block Bahria Orchard Lahore Good Location reasonable Price,1.8 Crore,"Low Cost - Block C, Low Cost Sector",3,4,5 Marla,https://www.zameen.com/Property/low_cost_sector_low_cost_-_block_c_house_for_sale_in_c_block_bahria_orchard_lahore_good_location_reasonable_price-54439130-8188-1.html,House,For Sale,3 days ago
1 Kanal Old House for Sale in HBFC Society | 5 Beds | Prime Location,7.25 Crore,"HBFC Housing Society, Lahore",5,5,1 Kanal,https://www.zameen.com/Property/lahore_hbfc_housing_society_1_kanal_old_house_for_sale_in_hbfc_society_5_beds_prime_location-54410553-1718-1.html,House,For Sale,11 hours ago
5 Marla Modern Luxury House Available For Sale in DHA Lahore phase 9,3.2 Crore,"DHA 9 Town, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_modern_luxury_house_available_for_sale_in_dha_lahore_phase_9-54410216-1452-1.html,House,For Sale,11 hours ago
4 Marla Triple Storey House Available For Sale,2.75 Crore,"Samanabad, Lahore",4,4,4 Marla,https://www.zameen.com/Property/lahore_samanabad_4_marla_triple_storey_house_available_for_sale-54316356-377-1.html,House,For Sale,14 hours ago
3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,1.75 Crore,"Park View City, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_5_marla_brand_new_house_for_sale_in_park_view_city-54407255-1466-1.html,House,For Sale,15 hours ago
5 Marla House Available For Sale At Hot Location Of M-7b,2.8 Crore,"Lake City, Raiwind Road",4,5,5 Marla,https://www.zameen.com/Property/raiwind_road_lake_city_5_marla_house_available_for_sale_at_hot_location_of_m-7b-53977340-1103-1.html,House,For Sale,15 hours ago
12 Marla 4 Bedroom Flat \ Apartment For Sale,3.38 Crore,"Askari 11, Askari",4,5,12 Marla,https://www.zameen.com/Property/askari_askari_11_12_marla_4_bedroom_flat_apartment_for_sale-54187879-1503-1.html,Flat,For Sale,15 hours ago
4 Marla House Is Available For Sale In Marghzar Officers Colony,1.5 Crore,"Marghzar Officers Colony, Lahore",5,5,4 Marla,https://www.zameen.com/Property/lahore_marghzar_officers_colony_4_marla_house_is_available_for_sale_in_marghzar_officers_colony-54185432-1047-1.html,House,For Sale,15 hours ago
"5 Marla Luxury House for Sale in Bahria Town Lahore, Tulip Block",2.13 Crore,"Bahria Town - Tulip Block, Bahria Town - Sector C",4,5,5 Marla,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_tulip_block_5_marla_luxury_house_for_sale_in_bahria_town_lahore_tulip_block-54283509-1789-1.html,House,For Sale,10 hours ago
