title,price,location,beds,baths,area,url,property_type,purpose,creation_date
100% Original Pictures A Masterpiece Elegant 10 Marla House In DHA Phase 7,4.85 Crore,"DHA Phase 7, DHA Defence",4,5,10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_7_100_original_pictures_a_masterpiece_elegant_10_marla_house_in_dha_phase_7-54059677-1450-1.html,House,For Sale,7 hours ago
3 Years Installments Plan 10 Marla Brand New House For Sale In Park View City,3.15 Crore,"Park View City, Lahore",5,6,10 Marla,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_10_marla_brand_new_house_for_sale_in_park_view_city-54443247-1466-1.html,House,For Sale,7 hours ago
3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,2 Crore,"Park View City, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_5_marla_brand_new_house_in_park_view_city_lahore-53942973-1466-1.html,House,For Sale,7 hours ago
5 Marla Grey Structure House for Sale in Park View City Lahore | 135 Lac Grey | 180 Lac Finished,1.35 Crore,"Park View City - Platinum Block, Park View City",4,4,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_platinum_block_5_marla_grey_structure_house_for_sale_in_park_view_city_lahore_135_lac_grey_180_lac_finished-54422436-16617-1.html,House,For Sale,6 hours ago
5-MARLA VILLA AVAILABLE FOR SALE SUPER HOT LOCATION,2.7 Crore,"DHA Phase 6, DHA Defence",3,4,5 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_6_5-marla_villa_available_for_sale_super_hot_location-54128199-1448-1.html,House,For Sale,7 hours ago
"Super Lavish 1 Kanal Designer Bungalow for Sale | DHA Phase 8, Lahore | Demand: 725 Lacs",7.25 Crore,"DHA Phase 8, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_8_super_lavish_1_kanal_designer_bungalow_for_sale_dha_phase_8_lahore_demand_725_lacs-53706367-1451-1.html,House,For Sale,4 hours ago
10 Marla brand new house for sale in Bismillah Housing scheme Ph 1,4.85 Crore,"Bismillah Housing Scheme, GT Road",5,6,10 Marla,https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_10_marla_brand_new_house_for_sale_in_bismillah_housing_scheme_ph_1-54137639-8446-1.html,House,For Sale,4 hours ago
8 marla grey structure spanish house for sale in bismillah housing scheme,2.5 Crore,"Bismillah Housing Scheme, GT Road",5,5,8 Marla,https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_8_marla_grey_structure_spanish_house_for_sale_in_bismillah_housing_scheme-53622626-8446-1.html,House,For Sale,5 hours ago
5 Marla Brand New House For Sale,2.4 Crore,"Bismillah Housing Scheme - Iqbal Block, Bismillah Housing Scheme",4,5,5 Marla,https://www.zameen.com/Property/bismillah_housing_scheme_bismillah_housing_scheme_-_iqbal_block_5_marla_brand_new_house_for_sale-54315387-15555-1.html,House,For Sale,5 hours ago
5 Marla Brand New House For Sale In BHS Ph 1,2.65 Crore,"Bismillah Housing Scheme - Iqbal Block, Bismillah Housing Scheme",4,5,5 Marla,https://www.zameen.com/Property/bismillah_housing_scheme_bismillah_housing_scheme_-_iqbal_block_5_marla_brand_new_house_for_sale_in_bhs_ph_1-54315435-15555-1.html,House,For Sale,5 hours ago
5 Marla Double Storey House available Itfazq Colony near about Punjab Society Lahore,1.6 Crore,"Chungi Amar Sadhu, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_chungi_amar_sadhu_5_marla_double_storey_house_available_itfazq_colony_near_about_punjab_society_lahore-54338431-1511-1.html,House,For Sale,1 hour ago
Brand New 5 Marla Luxury House for Sale Prime Location,2.72 Crore,"DHA 9 Town - Block C, DHA 9 Town",4,4,5 Marla,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_c_brand_new_5_marla_luxury_house_for_sale_prime_location-54432191-8175-1.html,House,For Sale,1 hour ago
5 Marla Brand New House Are Available For Rent in Jade Extension block Parkview City Lahore,45 Thousand,"Park View City - Jade Extension Block, Park View City",2,2,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_jade_extension_block_5_marla_brand_new_house_are_available_for_rent_in_jade_extension_block_parkview_city_lahore-54452689-16242-1.html,Lower Portion,For Sale,2 hours ago
"5 Marla Grey Structure Modern Design Lavish House For Sale In Park View City Lahore | For Discounted Price And Original Pictures Download The App ""Signature Lands"".",1.5 Crore,"Park View City - Overseas Block, Park View City",4,4,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_overseas_block_5_marla_grey_structure_modern_design_lavish_house_for_sale_in_park_view_city_lahore_for_discounted_price_and_original_pictures_download_the_app_signature_lands-54148066-17602-1.html,House,For Sale,3 hours ago
"5 Marla Slightly Used Lavish House For Sale In Park View City Lahore | For Discounted Price And Original Pictures Download The App ""Signature Lands"".",1.8 Crore,"Park View City - Platinum Block, Park View City",4,4,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_platinum_block_5_marla_slightly_used_lavish_house_for_sale_in_park_view_city_lahore_for_discounted_price_and_original_pictures_download_the_app_signature_lands-54148694-16617-1.html,House,For Sale,3 hours ago
"5 Marla Brand New Modern Design Lavish House For Sale In Park View City Lahore | For Discounted Price And Original Pictures Download The App ""Signature Lands"".",2.3 Crore,"Park View City - Tulip Overseas, Park View City",4,4,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_overseas_5_marla_brand_new_modern_design_lavish_house_for_sale_in_park_view_city_lahore_for_discounted_price_and_original_pictures_download_the_app_signature_lands-54148693-13754-1.html,House,For Sale,3 hours ago
5 Marla Brand New House,2.4 Crore,"Eden Boulevard, Eden",5,6,5 Marla,https://www.zameen.com/Property/eden_eden_boulevard_5_marla_brand_new_house-53458478-8328-1.html,House,For Sale,3 hours ago
4 Marla 2.5 Storey House For Sale,1.55 Crore,"Military Accounts Housing Society, Lahore",N/A,N/A,4 Marla,https://www.zameen.com/Property/lahore_military_accounts_housing_society_4_marla_2_5_storey_house_for_sale-53610493-781-1.html,House,For Sale,3 hours ago
Ultra-Luxury House With Spacious Basement At Top Location Near Macdonold And Raya Fairways,7.85 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_ultra-luxury_house_with_spacious_basement_at_top_location_near_macdonold_and_raya_fairways-54218737-1450-1.html,House,For Sale,9 hours ago
Luxury 21 Marla Fully Furnished Modern House For Sale,19.25 Crore,"DHA Phase 5, DHA Defence",6,7,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_luxury_21_marla_fully_furnished_modern_house_for_sale-54445818-1447-1.html,House,For Sale,9 hours ago
Full Basement Furnished 2 Kanal Luxury Modern House for Sale in DHA Lahore,24.5 Crore,"DHA Phase 5, DHA Defence",6,7,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_5_full_basement_furnished_2_kanal_luxury_modern_house_for_sale_in_dha_lahore-54433941-1447-1.html,House,For Sale,9 hours ago
3 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE | Al KABIR TOWN PHASE 2,1.15 Crore,"Al-Kabir Town - Phase 2, Al-Kabir Town",4,5,3 Marla,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_3_marla_brand_new_house_available_for_sale_al_kabir_town_phase_2-54439764-11704-1.html,House,For Sale,10 hours ago
10 MARLA RESONABLE HOUSE WITH BASEMENT FOR SALE | LAKE CITY,5.25 Crore,"Lake City, Raiwind Road",5,6,10 Marla,https://www.zameen.com/Property/raiwind_road_lake_city_10_marla_resonable_house_with_basement_for_sale_lake_city-54430142-1103-1.html,House,For Sale,10 hours ago
3 Years Installments Plan Brand New 5 Marla House For Sale In Park View City,1.6 Crore,"Park View City, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_brand_new_5_marla_house_for_sale_in_park_view_city-54443284-1466-1.html,House,For Sale,8 hours ago
"3 Marla Brand New House For Sale In Dream Housing Society, Raiwind Road All Facilities Available",1.25 Crore,"Dream Housing Society, Raiwind Road",3,4,3 Marla,https://www.zameen.com/Property/raiwind_road_dream_housing_society_3_marla_brand_new_house_for_sale_in_dream_housing_society_raiwind_road_all_facilities_available-54118253-12614-1.html,House,For Sale,8 hours ago
WAPDA TOWN 10 MARLA USED BUTT GOOD CONDITION HOUSE IS AVAILABLE FOR SALE,4.35 Crore,"Wapda Town Phase 1 - Block E2, Wapda Town Phase 1",5,6,10 Marla,https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e2_wapda_town_10_marla_used_butt_good_condition_house_is_available_for_sale-54129980-4312-1.html,House,For Sale,8 hours ago
Get In Touch Now To Buy A 5 Marla House In DHA 11 Rahbar Sector 2,2.9 Crore,"DHA 11 Rahbar Sector 2, DHA 11 Rahbar",3,4,5 Marla,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_sector_2_get_in_touch_now_to_buy_a_5_marla_house_in_dha_11_rahbar_sector_2-54363382-3717-1.html,House,For Sale,8 hours ago
5 Marla Beautifully Design Slightly Used House for Sale in Park View City Lahore,2.08 Crore,"Park View City, Lahore",4,4,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_5_marla_beautifully_design_slightly_used_house_for_sale_in_park_view_city_lahore-54445527-1466-1.html,House,For Sale,8 hours ago
Ultra Luxury 5 Marla Designer House For Sale Premium Finishes & Beautiful Front Orignal Pictures,2.9 Crore,"DHA 9 Town, DHA Defence",3,5,5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_ultra_luxury_5_marla_designer_house_for_sale_premium_finishes_beautiful_front_orignal_pictures-54288225-1452-1.html,House,For Sale,7 hours ago
5 marla beautiful house for sale in central park housing society Lahore,2.3 Crore,"Central Park Housing Scheme, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_central_park_housing_scheme_5_marla_beautiful_house_for_sale_in_central_park_housing_society_lahore-54441623-1013-1.html,House,For Sale,8 hours ago
BRAND NEW 5 MARLA DOUBLE STOREY FOR SALE AT IDEAL LOCATION OF PARK VIEW CITY,1.6 Crore,"Park View City, Lahore",6,5,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_brand_new_5_marla_double_storey_for_sale_at_ideal_location_of_park_view_city-53973403-1466-1.html,House,For Sale,5 hours ago
1 Kanal House For Sale In DHA Phase 6 Lahore,8.9 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_house_for_sale_in_dha_phase_6_lahore-54153931-1448-1.html,House,For Sale,5 hours ago
"Ultra-Luxury 1 Kanal Architectural Masterpiece With Basement, Theatre & Pool | Prime DHA Location",9 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_ultra-luxury_1_kanal_architectural_masterpiece_with_basement_theatre_pool_prime_dha_location-53680549-1448-1.html,House,For Sale,5 hours ago
"Ultra-Luxury 2-Kanal Modern Villa For Sale | DHA Phase 6, Lahore",23 Crore,"DHA Phase 6, DHA Defence",6,7,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_ultra-luxury_2-kanal_modern_villa_for_sale_dha_phase_6_lahore-53683232-1448-1.html,House,For Sale,5 hours ago
2 KANAL VICTORIAN PALACE AVAILABLE FOR SALE IN THE HEART OF DHA,27 Crore,"DHA Phase 6, DHA Defence",6,7,2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_2_kanal_victorian_palace_available_for_sale_in_the_heart_of_dha-54153873-1448-1.html,House,For Sale,5 hours ago
5 Marla Brand New House For Sale,2.4 Crore,"Eden Boulevard Housing Scheme, College Road",N/A,N/A,5 Marla,https://www.zameen.com/Property/college_road_eden_boulevard_housing_scheme_5_marla_brand_new_house_for_sale-53610496-12447-1.html,House,For Sale,3 hours ago
5 Marla Brand New House,2 Crore,"Eden Boulevard Housing Scheme, College Road",4,5,5 Marla,https://www.zameen.com/Property/college_road_eden_boulevard_housing_scheme_5_marla_brand_new_house-53610527-12447-1.html,House,For Sale,3 hours ago
1 Kanal House For Sale,5.5 Crore,"PGECHS Phase 2, Punjab Govt Employees Society",6,6,1 Kanal,https://www.zameen.com/Property/punjab_govt_employees_society_pgechs_phase_2_1_kanal_house_for_sale-53614125-4432-1.html,House,For Sale,3 hours ago
1 Kanal House For Sale,7.5 Crore,"PGECHS Phase 2, Punjab Govt Employees Society",8,6,1 Kanal,https://www.zameen.com/Property/punjab_govt_employees_society_pgechs_phase_2_1_kanal_house_for_sale-53677236-4432-1.html,House,For Sale,3 hours ago
3.5 Marla Brand New House,1.55 Crore,"Military Accounts Housing Society, Lahore",4,4,3.5 Marla,https://www.zameen.com/Property/lahore_military_accounts_housing_society_3_5_marla_brand_new_house-53824295-781-1.html,House,For Sale,3 hours ago
8 Marla Corner House,2.45 Crore,"Military Accounts Society - Block D, Military Accounts Housing Society",5,6,8 Marla,https://www.zameen.com/Property/military_accounts_housing_society_military_accounts_society_-_block_d_8_marla_corner_house-53902264-4033-1.html,House,For Sale,3 hours ago
1 kanal house for sale,5.25 Crore,"PGECHS Phase 2, Punjab Govt Employees Society",6,6,1 Kanal,https://www.zameen.com/Property/punjab_govt_employees_society_pgechs_phase_2_1_kanal_house_for_sale-54080501-4432-1.html,House,For Sale,3 hours ago
"Fully Furnished Luxury Apartments in Lake City | Lowest Price, Highest Returns!",55 Lakh,"Lake City, Raiwind Road",1,1,3 Marla,https://www.zameen.com/Property/raiwind_road_lake_city_fully_furnished_luxury_apartments_in_lake_city_lowest_price_highest_returns-54391150-1103-1.html,Flat,For Sale,3 hours ago
1 Kanal Ultra Modern Design Luxurious Bungalow Where You Witness The True Luxury,21 Crore,"DHA Phase 6 - Block L, DHA Phase 6",6,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_1_kanal_ultra_modern_design_luxurious_bungalow_where_you_witness_the_true_luxury-54267798-1620-1.html,House,For Sale,10 hours ago
Furnished Full Basement 6 Bed 1 Kanal Spanish Bungalow For Sale,13.95 Crore,"DHA Phase 5 - Block K, DHA Phase 5",6,7,1 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_k_furnished_full_basement_6_bed_1_kanal_spanish_bungalow_for_sale-54451813-1607-1.html,House,For Sale,10 hours ago
1 KANAL HOUSE FOR SALE IN DHA PH 6,8.75 Crore,"DHA Phase 6, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_house_for_sale_in_dha_ph_6-54340766-1448-1.html,House,For Sale,10 hours ago
Near To DHA RAYA ONE KANAL Top Quality Full Basement Luxurious Beautiful Modern Design Villa For Sale In DHA Lahore Phase 7 Prime Location,7.85 Crore,"DHA Phase 7 - Block S, DHA Phase 7",7,7,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_near_to_dha_raya_one_kanal_top_quality_full_basement_luxurious_beautiful_modern_design_villa_for_sale_in_dha_lahore_phase_7_prime_location-52292262-1626-1.html,House,For Sale,11 hours ago
7 Marla Brand New Designer House For Sale in Lake City Sector M7 C-3,3.69 Crore,"Lake City - Sector M7 - Block C3, Lake City - Sector M-7",5,5,7 Marla,https://www.zameen.com/Property/lake_city_sector_m_7_lake_city_-_sector_m7_-_block_c3_7_marla_brand_new_designer_house_for_sale_in_lake_city_sector_m7_c-3-54414480-15745-1.html,House,For Sale,12 hours ago
5 Marla Beautifully Design Brand New House for Sale in Park View City Lahore,2.45 Crore,"Park View City, Lahore",4,4,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_5_marla_beautifully_design_brand_new_house_for_sale_in_park_view_city_lahore-54439435-1466-1.html,House,For Sale,8 hours ago
5 Marla Slightly Used House for Sale in Park View City Lahore,2.08 Crore,"Park View City, Lahore",4,4,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_5_marla_slightly_used_house_for_sale_in_park_view_city_lahore-54436816-1466-1.html,House,For Sale,8 hours ago
5 Marla Beautifully Design Brand New House for Sale in Park View City Lahore,2.45 Crore,"Park View City - Tulip Block, Park View City",4,4,5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_block_5_marla_beautifully_design_brand_new_house_for_sale_in_park_view_city_lahore-54436120-8465-1.html,House,For Sale,8 hours ago
100 % Original Deal 1 Kanal Designed by Mansoor Nabi Lavish Most Beautiful Modern House Available For Sale,9.11 Crore,"DHA Phase 6 - Block L, DHA Phase 6",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_100_original_deal_1_kanal_designed_by_mansoor_nabi_lavish_most_beautiful_modern_house_available_for_sale-54410391-1620-1.html,House,For Sale,8 hours ago
3 Years Installment Plan Luxury 5 Marla Brand New House In Park View City Lahore,1.7 Crore,"Park View City, Lahore",4,5,5 Marla,https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_5_marla_brand_new_house_in_park_view_city_lahore-53590217-1466-1.html,House,For Sale,8 hours ago
2 Kanal House 1 Kanal House +1 Kanal Lawn Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Full Furnished With Basement For Sale In DHA Lahore Phase 7 Prime Location,13.45 Crore,"DHA Phase 7 - Block R, DHA Phase 7",5,6,2 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_r_2_kanal_house_1_kanal_house_1_kanal_lawn_top_quality_build_luxurious_beautiful_ultra_modern_design_villa_full_furnished_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52653903-1625-1.html,House,For Sale,8 hours ago
1 Kanal Top Quality Build Luxurious Beautiful Spanish Design Villa Full Furnished With Basement For Sale In DHA Lahore Phase 7 Prime Location,7.32 Crore,"DHA Phase 7 - Block S, DHA Phase 7",5,6,1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_1_kanal_top_quality_build_luxurious_beautiful_spanish_design_villa_full_furnished_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52658832-1626-1.html,House,For Sale,8 hours ago
DHA Phase 7 1 Kanal 5-Bed Fully Furnished Victorian-Style House For Sale Demand 780 Lacs,7.3 Crore,"DHA Phase 7, DHA Defence",5,6,1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_dha_phase_7_1_kanal_5-bed_fully_furnished_victorian-style_house_for_sale_demand_780_lacs-53685106-1450-1.html,House,For Sale,5 hours ago
